convertedManaCost,toughness,power,edhrecRank,num_rulings,num_sets_printed,colour_U,colour_R,colour_W,colour_G,colour_B,colour_[],rarity_common,rarity_uncommon,rarity_rare,rarity_mythic,prices.paper.2019-08-11
3,3,2,14775,1,1,0,0,0,0,0,0,0,1,0,0,0.22
2,2,2,15109,0,1,0,0,0,0,0,0,1,0,0,0,0.15
2,2,2,6890,0,2,0,0,0,0,0,0,0,1,0,0,0.23
3,3,2,1058,1,2,0,0,0,0,0,0,0,0,1,0,1.61
4,2,2,6441,1,1,0,0,0,0,0,0,0,1,0,0,0.25
4,3,3,5867,0,3,0,0,0,0,0,0,0,0,1,0,0.34
4,3,0,3910,1,3,0,0,0,0,0,0,0,0,1,0,0.34
4,1,6,9767,1,2,0,0,0,0,0,0,0,0,1,0,0.32
3,3,2,12272,0,1,0,0,0,0,0,0,1,0,0,0,0.15
4,3,5,9444,1,1,0,0,0,0,0,0,0,1,0,0,0.23
3,2,3,5396,0,1,0,0,0,0,0,0,1,0,0,0,0.17
8,4,4,10573,1,1,0,0,0,0,0,0,1,0,0,0,0.18
1,4,4,8462,1,1,0,0,0,0,0,0,0,1,0,0,0.25
1,1,2,8462,1,1,0,0,0,0,0,0,0,1,0,0,0.25
4,3,3,10609,0,1,0,0,0,0,0,0,1,0,0,0,0.15
8,4,5,10333,1,1,0,0,0,0,0,0,0,1,0,0,0.24
3,1,1,5891,1,1,0,0,0,0,0,0,0,1,0,0,0.25
2,4,4,3870,1,1,0,0,0,0,0,0,0,1,0,0,0.46
2,1,1,3870,1,1,0,0,0,0,0,0,0,1,0,0,0.46
5,3,4,10013,1,1,0,0,0,0,0,0,0,1,0,0,0.24
1,1,1,3610,0,2,0,0,0,0,0,0,0,0,1,0,1.99
4,3,1,8523,0,1,0,0,0,0,0,0,0,1,0,0,0.23
5,3,3,8722,1,1,0,0,0,0,0,0,1,0,0,0,0.17
5,5,4,2921,1,2,0,0,0,0,0,0,0,0,0,1,3.97
9,5,6,7412,1,1,0,0,0,0,0,0,0,1,0,0,0.24
3,2,3,12724,1,1,0,0,0,0,0,0,0,1,0,0,0.24
3,1,2,8014,1,1,0,0,0,0,0,0,0,1,0,0,0.25
4,3,3,3534,1,3,0,0,0,0,0,0,0,0,1,0,0.46
2,2,2,4371,0,3,0,0,0,0,0,0,0,1,0,0,0.25
6,0,0,1458,1,4,0,0,0,0,0,0,0,0,1,0,0.4
2,2,2,8681,1,2,0,0,0,0,0,0,1,0,0,0,0.17
1,3,1,6749,1,2,0,0,0,0,0,0,0,0,1,0,0.41
2,3,0,5810,0,1,0,0,0,0,0,0,1,0,0,0,0.2
4,3,2,12284,1,3,0,0,0,0,0,0,0,0,1,0,0.32
2,1,2,946,1,2,0,0,0,0,0,0,0,0,1,0,3.4
3,5,3,8514,1,1,0,0,0,0,0,0,0,1,0,0,0.25
3,1,3,8514,1,1,0,0,0,0,0,0,0,1,0,0,0.25
2,2,1,11999,1,1,0,0,0,0,0,0,1,0,0,0,0.15
3,3,2,15150,1,1,0,0,0,0,0,0,1,0,0,0,0.16
4,4,6,7702,1,1,0,0,0,0,0,0,0,1,0,0,0.25
4,2,3,7702,1,1,0,0,0,0,0,0,0,1,0,0,0.25
5,3,4,5705,1,1,0,0,0,0,0,0,0,1,0,0,0.25
3,3,2,4280,1,2,0,0,0,0,0,0,0,0,1,0,4.94
3,3,3,5522,0,2,0,0,0,0,0,0,0,0,1,0,0.46
2,1,2,14507,0,1,0,0,0,0,0,0,1,0,0,0,0.15
4,3,3,14712,0,1,0,0,0,0,0,0,1,0,0,0,0.15
2,2,2,4442,1,2,0,0,0,0,0,0,0,0,1,0,0.46
3,2,3,4599,1,3,0,0,0,0,0,0,0,0,1,0,0.44
6,3,4,4701,0,2,0,0,0,0,0,0,0,1,0,0,0.25
4,3,2,8864,0,1,0,0,0,0,0,0,1,0,0,0,0.17
4,6,4,8931,1,1,0,0,0,0,0,0,0,1,0,0,0.24
4,4,2,8931,1,1,0,0,0,0,0,0,0,1,0,0,0.24
2,1,2,15893,0,1,0,0,0,0,0,0,1,0,0,0,0.15
5,4,4,1343,0,3,0,0,0,0,0,0,0,0,1,0,0.59
2,3,0,1876,1,2,0,0,0,0,0,0,1,0,0,0,0.25
3,2,3,12402,1,1,0,0,0,0,0,0,1,0,0,0,0.15
1,1,1,11521,0,1,0,0,0,0,0,0,1,0,0,0,0.15
4,13,0,1210,1,2,0,0,0,0,0,0,0,0,0,1,5.49
2,6,4,4595,1,1,0,0,0,0,0,0,1,0,0,0,0.23
2,2,1,4595,1,1,0,0,0,0,0,0,1,0,0,0,0.23
6,6,6,4541,1,3,0,0,0,0,0,0,0,0,1,0,0.37
1,1,1,3514,0,1,0,0,0,0,0,0,0,1,0,0,1.12
8,5,4,8205,1,1,0,0,0,0,0,0,0,1,0,0,0.24
5,7,5,9455,1,1,0,0,0,0,0,0,1,0,0,0,0.17
5,4,4,9455,1,1,0,0,0,0,0,0,1,0,0,0,0.17
5,5,6,2785,1,2,0,0,0,0,0,0,0,0,1,0,0.79
5,3,3,2785,1,2,0,0,0,0,0,0,0,0,1,0,0.79
2,3,1,8612,0,1,0,0,0,0,0,0,1,0,0,0,0.17
3,4,1,9756,1,1,0,0,0,0,0,0,0,1,0,0,0.25
4,3,3,11492,0,1,0,0,0,0,0,0,1,0,0,0,0.15
2,1,1,4263,1,2,0,0,0,0,0,0,0,0,1,0,0.41
3,2,3,16196,0,1,0,0,0,0,0,0,1,0,0,0,0.16
7,4,3,10048,1,1,0,0,0,0,0,0,1,0,0,0,0.2
5,3,3,10076,1,1,0,0,0,0,0,0,1,0,0,0,0.19
5,4,4,2392,0,2,0,0,0,0,0,0,0,0,1,0,0.57
5,4,2,3125,1,2,0,0,0,0,0,0,0,0,1,0,18.11
4,2,2,10964,0,1,0,0,0,0,0,0,1,0,0,0,0.18
2,1,2,16506,1,2,0,0,0,0,0,0,1,0,0,0,0.18
4,6,6,14957,1,1,0,0,0,0,0,0,0,1,0,0,0.24
3,3,3,18669,0,1,0,0,0,0,0,0,0,1,0,0,0.23
2,1,1,983,1,1,0,0,0,0,0,0,0,0,1,0,49.13
5,4,4,14437,1,2,0,0,0,0,0,0,0,1,0,0,0.24
4,6,6,8851,1,2,0,0,0,0,0,0,0,1,0,0,0.25
3,1,0,8165,0,4,0,0,0,0,0,0,1,0,0,0,0.2
3,1,1,1714,0,5,0,0,0,0,0,0,0,0,1,0,0.79
3,2,2,11011,1,1,0,0,0,0,0,0,0,0,1,0,1.62
3,4,2,16694,1,1,0,0,0,0,0,0,0,1,0,0,0.24
5,3,3,17079,1,1,0,0,0,0,0,0,0,1,0,0,0.24
4,2,2,1601,1,2,0,0,0,0,0,0,0,0,1,0,3.73
5,4,3,6117,1,1,0,0,0,0,0,0,0,0,1,0,11.18
5,7,7,5760,1,1,0,0,0,0,0,0,0,0,1,0,3.81
4,2,2,11969,1,3,0,0,0,0,0,0,1,0,0,0,0.18
5,4,4,1624,0,3,0,0,0,0,0,0,0,0,1,0,3.32
5,4,4,3843,1,2,0,0,0,0,0,0,0,0,1,0,3.15
7,10,10,6018,1,2,0,0,0,0,0,0,0,0,1,0,0.75
3,1,2,10972,1,1,0,0,0,0,0,0,1,0,0,0,0.2
1,1,1,14075,0,1,0,0,0,0,0,0,1,0,0,0,0.19
4,3,1,12959,0,1,0,0,0,0,0,0,0,1,0,0,0.24
3,2,2,2440,1,6,0,0,0,0,0,0,0,1,0,0,0.6
3,1,2,7588,1,1,0,0,0,0,0,0,0,1,0,0,0.26
7,7,7,10568,0,6,0,0,0,0,0,0,0,1,0,0,0.24
5,2,2,13989,1,1,0,0,0,0,0,0,0,0,1,0,1.1
1,1,1,6386,1,6,0,0,0,0,0,0,0,0,1,0,1.55
3,1,3,1605,1,8,0,0,0,0,0,0,0,1,0,0,1.33
3,3,1,4111,1,1,0,0,0,0,0,0,0,1,0,0,3.45
4,2,2,547,1,3,0,0,0,0,0,0,0,0,1,0,9.05
4,3,2,14178,1,1,0,0,0,0,0,0,1,0,0,0,0.19
2,1,2,17109,1,1,0,0,0,0,0,0,0,1,0,0,0.24
3,2,2,12966,1,3,0,0,0,0,0,0,0,1,0,0,0.24
3,2,2,12074,1,1,0,0,0,0,0,0,0,1,0,0,0.25
4,4,2,16562,0,1,0,0,0,0,0,0,1,0,0,0,0.18
4,3,3,15577,0,1,0,0,0,0,0,0,0,1,0,0,0.23
7,5,5,4113,1,1,0,0,0,0,0,0,0,0,1,0,2.79
3,2,2,10090,0,3,0,0,0,0,0,0,0,1,0,0,0.31
2,1,1,11588,1,1,0,0,0,0,0,0,1,0,0,0,0.18
3,2,1,15336,0,1,0,0,0,0,0,0,1,0,0,0,0.19
4,4,4,17483,1,1,0,0,0,0,0,0,1,0,0,0,0.16
6,3,3,12544,1,2,0,0,0,0,0,0,0,1,0,0,0.25
2,1,1,14363,1,1,0,0,0,0,0,0,0,1,0,0,0.24
5,3,2,10805,1,1,0,0,0,0,0,0,1,0,0,0,0.17
2,3,1,14781,1,1,0,0,0,0,0,0,1,0,0,0,0.19
4,2,2,8767,1,1,0,0,0,0,0,0,0,1,0,0,0.31
4,3,3,17129,0,1,0,0,0,0,0,0,0,1,0,0,0.25
5,3,4,15846,0,1,0,0,0,0,0,0,0,1,0,0,0.23
1,1,1,15240,1,1,0,0,0,0,0,0,1,0,0,0,0.16
4,3,2,11420,0,1,0,0,0,0,0,0,1,0,0,0,0.18
6,4,4,5507,1,1,0,0,0,0,0,0,0,0,1,0,2.99
5,4,4,1455,1,3,0,0,0,0,0,0,0,0,1,0,3.71
3,4,1,1801,1,3,0,0,0,0,0,0,0,0,1,0,11
3,1,1,7372,0,1,0,0,0,0,0,0,0,0,1,0,1.65
1,2,2,5691,1,2,0,0,0,0,0,0,1,0,0,0,0.84
2,1,2,16768,1,1,0,0,0,0,0,0,1,0,0,0,0.25
1,1,1,14383,0,1,0,0,0,0,0,0,1,0,0,0,0.24
5,4,3,4950,1,3,0,0,0,0,0,0,0,0,1,0,0.49
3,2,2,16277,0,1,0,0,0,0,0,0,1,0,0,0,0.19
4,3,4,18977,0,1,0,0,0,0,0,0,1,0,0,0,0.17
3,2,2,14280,1,1,0,0,0,0,0,0,0,1,0,0,0.25
3,1,2,10843,1,3,0,0,0,0,0,0,0,1,0,0,0.25
4,6,6,5606,1,1,0,0,0,0,0,0,0,1,0,0,0.39
6,4,4,8179,0,3,0,0,0,0,0,0,0,1,0,0,0.24
1,1,1,18566,0,1,0,0,0,0,0,0,1,0,0,0,0.19
5,2,2,9374,1,1,0,0,0,0,0,0,0,1,0,0,0.25
2,1,1,9657,1,1,0,0,0,0,0,0,0,1,0,0,0.25
3,1,1,3940,0,1,0,0,0,0,0,0,0,1,0,0,1.96
3,2,2,12730,1,1,0,0,0,0,0,0,0,1,0,0,0.25
7,5,5,842,1,3,0,0,0,0,0,0,0,0,1,0,1.99
3,2,2,7565,1,1,0,0,0,0,0,0,1,0,0,0,0.25
3,2,2,12681,1,2,0,0,0,0,0,0,0,1,0,0,0.24
2,1,2,18132,1,1,0,0,0,0,0,0,1,0,0,0,0.18
3,2,2,9868,1,3,0,0,0,0,0,0,0,1,0,0,0.23
2,1,2,16305,1,1,0,0,0,0,0,0,1,0,0,0,0.18
4,6,6,13267,1,3,0,0,0,0,0,0,0,1,0,0,0.24
1,1,1,9050,0,2,0,0,0,0,0,0,1,0,0,0,1.31
4,2,4,10914,0,1,0,0,0,0,0,0,1,0,0,0,0.18
3,2,1,10289,1,3,0,0,0,0,0,0,0,1,0,0,0.25
4,3,3,2845,1,2,0,0,0,0,0,0,0,1,0,0,1.98
6,5,4,3664,0,4,0,0,0,0,0,0,0,0,1,0,0.91
4,3,3,6626,1,2,0,0,0,0,0,0,0,1,0,0,1.2
4,2,1,8202,1,1,0,0,0,0,0,0,0,1,0,0,1.5
3,2,3,15634,0,1,0,0,0,0,0,0,0,1,0,0,0.25
2,2,2,4419,1,1,0,0,0,0,0,0,0,0,1,0,7.62
3,1,2,9528,0,1,0,0,0,0,0,0,0,0,1,0,4.39
1,1,1,17367,0,1,0,0,0,0,0,0,1,0,0,0,0.19
4,6,6,15384,1,1,0,0,0,0,0,0,0,1,0,0,0.23
2,1,1,14921,0,1,0,0,0,0,0,0,0,1,0,0,0.25
4,3,3,18832,1,1,0,0,0,0,0,0,0,1,0,0,0.23
2,3,4,7226,0,5,0,0,0,0,0,0,0,0,1,0,1.88
5,5,0,18833,0,1,0,0,0,0,0,0,0,1,0,0,0.22
5,2,7,7639,1,2,0,0,0,0,0,0,0,0,1,0,0.65
3,3,1,4019,0,1,0,0,0,0,0,0,1,0,0,0,0.5
6,3,3,16476,1,1,0,0,0,0,0,0,1,0,0,0,0.18
1,1,1,10729,0,1,0,0,0,0,0,0,0,1,0,0,0.33
4,6,6,13707,1,1,0,0,0,0,0,0,0,1,0,0,0.5
3,1,1,4927,1,2,0,0,0,0,0,0,0,0,1,0,1.19
4,4,4,2087,1,4,0,0,0,0,0,0,1,0,0,0,0.28
4,3,1,17990,0,1,0,0,0,0,0,0,1,0,0,0,0.18
3,2,2,5673,0,2,0,0,0,0,0,0,0,1,0,0,0.49
2,1,2,13489,1,1,0,0,0,0,0,0,1,0,0,0,0.2
3,2,2,9386,0,3,0,0,0,0,0,0,0,1,0,0,0.25
7,1,1,8022,1,5,0,0,0,0,0,0,0,0,1,0,9.9
4,3,3,9760,0,4,0,0,0,0,0,0,0,0,1,0,0.49
1,1,1,9854,1,5,0,0,0,0,0,0,1,0,0,0,0.22
3,2,1,1657,0,3,0,0,0,0,0,0,0,1,0,0,3.12
2,3,2,11455,0,8,0,0,0,0,0,0,1,0,0,0,0.22
2,1,2,15097,0,3,0,0,0,0,0,0,1,0,0,0,0.17
3,2,2,11971,0,7,0,0,0,0,0,0,0,1,0,0,0.23
3,1,2,3189,1,6,0,0,0,0,0,0,0,1,0,0,1.49
2,2,2,10059,1,3,0,0,0,0,0,0,0,1,0,0,0.24
1,2,2,11851,0,3,0,0,0,0,0,0,1,0,0,0,0.36
3,1,1,1289,1,8,0,0,0,0,0,0,0,1,0,0,4.99
4,2,2,2336,1,8,0,0,0,0,0,0,0,1,0,0,1.78
1,1,1,3797,0,4,0,0,0,0,0,0,1,0,0,0,0.86
3,2,2,1497,1,10,0,0,0,0,0,0,0,1,0,0,1.85
3,2,2,1322,0,10,0,0,0,0,0,0,0,1,0,0,2.1
1,1,1,74,0,38,0,0,0,0,0,0,1,0,0,0,0.38
4,3,3,1768,1,8,0,0,0,0,0,0,1,0,0,0,0.49
1,1,1,6698,1,13,0,0,0,0,0,0,0,1,0,0,0.57
2,1,1,1266,0,5,0,0,0,0,0,0,1,0,0,0,1.37
3,1,1,9423,0,8,0,0,0,0,0,0,1,0,0,0,0.2
1,1,1,7439,0,17,0,0,0,0,0,0,1,0,0,0,0.24
2,1,2,7440,0,4,0,0,0,0,0,0,0,1,0,0,0.28
5,2,2,3654,1,3,0,0,0,0,0,0,0,0,1,0,2.1
1,1,1,1373,0,7,0,0,0,0,0,0,1,0,0,0,1.34
3,2,2,12919,1,3,0,0,0,0,0,0,1,0,0,0,0.23
2,2,2,17366,0,3,0,0,0,0,0,0,1,0,0,0,0.23
4,2,2,3965,0,5,0,0,0,0,0,0,0,1,0,0,0.65
4,2,2,12181,0,4,0,0,0,0,0,0,0,1,0,0,0.24
3,2,1,2403,1,7,0,0,0,0,0,0,1,0,0,0,0.87
5,2,2,8164,1,4,0,0,0,0,0,0,0,0,1,0,0.69
2,1,1,2161,0,6,0,0,0,0,0,0,1,0,0,0,1.66
2,1,1,3825,0,4,0,0,0,0,0,0,1,0,0,0,0.73
1,1,1,1462,0,4,0,0,0,0,0,0,0,1,0,0,1.49
3,1,1,114,1,15,0,0,0,0,0,0,1,0,0,0,0.55
2,3,3,8833,0,5,0,0,0,0,0,0,0,1,0,0,0.75
5,2,2,5916,0,5,0,0,0,0,0,0,1,0,0,0,0.2
3,3,1,10703,1,1,0,0,0,0,0,0,1,0,0,0,0.2
1,2,2,12953,0,5,0,0,0,0,0,0,1,0,0,0,0.33
3,2,2,9436,0,2,0,0,0,0,0,0,0,1,0,0,0.24
4,2,2,17615,0,1,0,0,0,0,0,0,1,0,0,0,0.19
3,2,2,18471,0,6,0,0,0,0,0,0,1,0,0,0,0.19
5,4,4,16872,1,3,0,0,0,0,0,0,0,1,0,0,0.24
2,1,1,13091,0,1,0,0,0,0,0,0,0,1,0,0,0.26
3,1,2,13814,1,2,0,0,0,0,0,0,1,0,0,0,0.19
3,1,1,7982,1,1,0,0,0,0,0,0,0,0,1,0,3.02
1,1,1,14335,0,3,0,0,0,0,0,0,1,0,0,0,0.18
6,4,4,15956,0,3,0,0,0,0,0,0,0,0,1,0,0.42
6,5,5,17263,1,2,0,0,0,0,0,0,0,0,1,0,0.54
4,3,3,18925,0,2,0,0,0,0,0,0,1,0,0,0,0.19
3,3,3,16906,0,1,0,0,0,0,0,0,1,0,0,0,0.19
4,5,4,17874,1,1,0,0,0,0,0,0,1,0,0,0,0.18
2,2,1,15981,1,1,0,0,0,0,0,0,0,1,0,0,0.25
2,2,1,14183,1,1,0,0,0,0,0,0,0,1,0,0,0.25
2,2,1,16744,1,1,0,0,0,0,0,0,0,1,0,0,0.24
2,2,1,18308,1,1,0,0,0,0,0,0,0,1,0,0,0.24
2,2,1,15003,1,1,0,0,0,0,0,0,0,1,0,0,0.24
5,5,3,15469,0,4,0,0,0,0,0,0,0,1,0,0,0.25
3,2,2,18963,1,2,0,0,0,0,0,0,1,0,0,0,0.19
2,1,1,2999,1,13,0,0,0,0,0,0,1,0,0,0,0.19
4,2,2,17895,1,1,0,0,0,0,0,0,0,1,0,0,0.24
4,3,2,18330,1,1,0,0,0,0,0,0,0,1,0,0,0.24
3,1,2,5373,1,1,0,0,0,0,0,0,0,1,0,0,0.65
4,4,4,17900,0,3,0,0,0,0,0,0,0,0,1,0,0.42
5,3,3,17323,0,2,0,0,0,0,0,0,0,0,1,0,0.44
3,2,2,7564,0,5,0,0,0,0,0,0,0,0,1,0,0.85
7,4,6,13471,1,1,0,0,0,0,0,0,0,0,1,0,0.61
2,1,1,10462,0,1,0,0,0,0,0,0,0,0,1,0,0.87
5,3,3,18987,1,2,0,0,0,0,0,0,1,0,0,0,0.19
2,1,1,17161,0,1,0,0,0,0,0,0,1,0,0,0,0.18
5,4,4,18581,0,1,0,0,0,0,0,0,1,0,0,0,0.18
1,1,1,7439,0,17,0,0,0,0,0,0,1,0,0,0,0.19
4,2,2,9267,1,1,0,0,0,0,0,0,0,0,1,0,0.62
4,2,3,17929,0,1,0,0,0,0,0,0,1,0,0,0,0.19
4,2,3,18364,0,1,0,0,0,0,0,0,1,0,0,0,0.19
1,1,1,15367,0,1,0,0,0,0,0,0,1,0,0,0,0.19
3,1,2,17546,1,1,0,0,0,0,0,0,0,1,0,0,0.24
2,3,3,18142,0,1,0,0,0,0,0,0,1,0,0,0,0.19
5,2,2,8274,0,4,0,0,0,0,0,0,0,1,0,0,0.25
1,1,1,17946,0,1,0,0,0,0,0,0,1,0,0,0,0.19
1,1,1,11519,0,2,0,0,0,0,0,0,0,1,0,0,0.32
3,2,2,5825,1,2,0,0,0,0,0,0,1,0,0,0,0.22
1,1,1,640,1,10,0,0,0,0,0,0,1,0,0,0,0.59
3,0,0,12444,0,1,0,0,0,0,0,0,0,1,0,0,0.26
7,0,0,17361,0,2,0,0,0,0,0,0,0,0,1,0,0.43
3,0,0,14210,0,1,0,0,0,0,0,0,0,1,0,0,0.25
4,0,0,2923,1,3,0,0,0,0,0,0,0,0,1,0,9.02
3,4,1,15635,0,7,0,0,0,0,0,0,1,0,0,0,0.18
4,3,3,17758,1,3,0,0,0,0,0,0,0,0,1,0,0.41
3,1,2,11832,0,2,0,0,0,0,0,0,1,0,0,0,0.18
2,1,1,14613,0,4,0,0,0,0,0,0,1,0,0,0,0.19
3,2,2,8212,0,2,0,0,0,0,0,0,0,1,0,0,0.25
3,2,2,15277,0,2,0,0,0,0,0,0,1,0,0,0,0.19
3,7,0,4936,1,1,0,0,0,0,0,0,0,0,1,0,3.32
4,2,3,17776,0,3,0,0,0,0,0,0,1,0,0,0,0.18
2,1,1,18646,1,1,0,0,0,0,0,0,1,0,0,0,0.19
3,3,1,18205,0,1,0,0,0,0,0,0,1,0,0,0,0.17
3,1,1,114,1,15,0,0,0,0,0,0,1,0,0,0,0.5
4,4,2,19077,0,1,0,0,0,0,0,0,0,1,0,0,0.23
3,3,1,14430,0,2,0,0,0,0,0,0,1,0,0,0,0.2
3,3,1,14430,0,2,0,0,0,0,0,0,1,0,0,0,0.2
3,3,1,14430,0,2,0,0,0,0,0,0,1,0,0,0,0.21
3,3,1,14430,0,2,0,0,0,0,0,0,1,0,0,0,0.19
2,2,1,7881,0,2,0,0,0,0,0,0,1,0,0,0,0.24
2,2,1,7881,0,2,0,0,0,0,0,0,1,0,0,0,0.19
2,2,1,7881,0,2,0,0,0,0,0,0,1,0,0,0,0.21
2,2,1,7881,0,2,0,0,0,0,0,0,1,0,0,0,0.22
3,2,3,18461,0,3,0,0,0,0,0,0,1,0,0,0,0.19
3,2,3,18461,0,3,0,0,0,0,0,0,1,0,0,0,0.19
3,2,3,18461,0,3,0,0,0,0,0,0,1,0,0,0,0.2
3,2,3,18461,0,3,0,0,0,0,0,0,1,0,0,0,0.19
3,2,0,16369,0,3,0,0,0,0,0,0,1,0,0,0,0.19
3,2,0,16369,0,3,0,0,0,0,0,0,1,0,0,0,0.19
3,2,0,16369,0,3,0,0,0,0,0,0,1,0,0,0,0.19
3,2,0,16369,0,3,0,0,0,0,0,0,1,0,0,0,0.19
8,6,6,15562,0,2,0,0,0,0,0,0,0,1,0,0,0.25
4,4,4,18246,0,4,0,0,0,0,0,0,0,0,1,0,0.45
1,2,0,15318,0,1,0,0,0,0,0,0,0,0,1,0,0.59
2,2,1,12819,0,1,0,0,0,0,0,0,0,1,0,0,0.25
2,1,2,17085,0,3,0,0,0,0,0,0,1,0,0,0,0.19
2,1,2,17085,0,3,0,0,0,0,0,0,1,0,0,0,0.2
2,1,2,17085,0,3,0,0,0,0,0,0,1,0,0,0,0.17
6,5,5,17087,0,2,0,0,0,0,0,0,0,0,1,0,1.34
2,2,0,6081,0,2,0,0,0,0,0,0,0,0,1,0,3.85
2,1,1,12313,1,2,0,0,0,0,0,0,1,0,0,0,0.2
2,1,1,12313,1,2,0,0,0,0,0,0,1,0,0,0,0.2
2,1,1,12313,1,2,0,0,0,0,0,0,1,0,0,0,0.21
1,1,1,15096,0,1,0,0,0,0,0,0,1,0,0,0,0.2
1,1,1,15096,0,1,0,0,0,0,0,0,1,0,0,0,0.2
1,1,1,15096,0,1,0,0,0,0,0,0,1,0,0,0,0.2
3,2,2,18052,1,2,0,0,0,0,0,0,1,0,0,0,0.19
3,2,2,18052,1,2,0,0,0,0,0,0,1,0,0,0,0.2
3,2,2,18052,1,2,0,0,0,0,0,0,1,0,0,0,0.19
3,3,1,16240,0,1,0,0,0,0,0,0,0,1,0,0,0.23
6,3,6,10250,0,2,0,0,0,0,0,0,0,1,0,0,0.27
1,2,0,2462,1,2,0,0,0,0,0,0,1,0,0,0,1.94
1,2,0,2462,1,2,0,0,0,0,0,0,1,0,0,0,0.25
1,2,0,2462,1,2,0,0,0,0,0,0,1,0,0,0,0.35
3,2,2,18285,0,1,0,0,0,0,0,0,0,0,1,0,0.53
6,6,2,12716,1,3,0,0,0,0,0,0,0,0,1,0,0.85
3,2,2,16415,0,1,0,0,0,0,0,0,1,0,0,0,0.18
3,2,2,16415,0,1,0,0,0,0,0,0,1,0,0,0,0.19
3,2,2,16415,0,1,0,0,0,0,0,0,1,0,0,0,0.21
3,2,2,16415,0,1,0,0,0,0,0,0,1,0,0,0,0.21
4,1,2,11544,0,1,0,0,0,0,0,0,0,0,1,0,0.56
5,3,3,16914,1,2,0,0,0,0,0,0,1,0,0,0,0.2
5,3,3,16914,1,2,0,0,0,0,0,0,1,0,0,0,0.2
5,3,3,16914,1,2,0,0,0,0,0,0,1,0,0,0,0.19
1,1,1,14469,1,1,0,0,0,0,0,0,1,0,0,0,0.19
1,1,1,14469,1,1,0,0,0,0,0,0,1,0,0,0,0.19
1,1,1,14469,1,1,0,0,0,0,0,0,1,0,0,0,0.19
1,1,1,14469,1,1,0,0,0,0,0,0,1,0,0,0,0.19
1,1,1,14871,0,7,0,0,0,0,0,0,1,0,0,0,0.22
1,1,1,14871,0,7,0,0,0,0,0,0,1,0,0,0,0.2
1,1,1,14871,0,7,0,0,0,0,0,0,1,0,0,0,0.22
2,2,1,17484,0,2,0,0,0,0,0,0,0,0,1,0,0.54
1,2,0,15228,0,1,0,0,0,0,0,0,1,0,0,0,0.19
1,2,0,15228,0,1,0,0,0,0,0,0,1,0,0,0,0.22
1,2,0,15228,0,1,0,0,0,0,0,0,1,0,0,0,0.19
5,4,2,14668,1,3,0,0,0,0,0,0,0,1,0,0,0.23
1,1,1,17485,0,4,0,0,0,0,0,0,0,1,0,0,0.23
1,1,1,17285,0,3,0,0,0,0,0,0,1,0,0,0,0.19
1,1,1,17285,0,3,0,0,0,0,0,0,1,0,0,0,0.19
1,1,1,17285,0,3,0,0,0,0,0,0,1,0,0,0,0.19
1,1,1,17285,0,3,0,0,0,0,0,0,1,0,0,0,0.19
4,1,1,13836,1,1,0,0,0,0,0,0,0,0,1,0,0.55
1,1,1,12079,1,2,0,0,0,0,0,0,1,0,0,0,0.2
1,1,1,12079,1,2,0,0,0,0,0,0,1,0,0,0,0.23
1,1,1,12079,1,2,0,0,0,0,0,0,1,0,0,0,0.21
3,2,2,16753,1,3,0,0,0,0,0,0,1,0,0,0,0.22
3,2,2,16753,1,3,0,0,0,0,0,0,1,0,0,0,0.19
3,2,2,16753,1,3,0,0,0,0,0,0,1,0,0,0,0.19
3,2,2,17142,1,3,0,0,0,0,0,0,1,0,0,0,0.21
3,2,2,17142,1,3,0,0,0,0,0,0,1,0,0,0,0.21
3,2,2,17142,1,3,0,0,0,0,0,0,1,0,0,0,0.2
1,1,1,13118,1,3,0,0,0,0,0,0,0,1,0,0,0.25
1,1,1,14484,0,2,0,0,0,0,0,0,1,0,0,0,0.19
1,1,1,14484,0,2,0,0,0,0,0,0,1,0,0,0,0.19
1,1,1,14484,0,2,0,0,0,0,0,0,1,0,0,0,0.18
3,2,2,17911,0,2,0,0,0,0,0,0,1,0,0,0,0.2
3,2,2,17911,0,2,0,0,0,0,0,0,1,0,0,0,0.18
3,2,2,17911,0,2,0,0,0,0,0,0,1,0,0,0,0.19
3,2,2,17911,0,2,0,0,0,0,0,0,1,0,0,0,0.19
2,1,2,13766,0,3,0,0,0,0,0,0,1,0,0,0,0.22
2,1,2,13766,0,3,0,0,0,0,0,0,1,0,0,0,0.24
2,1,2,13766,0,3,0,0,0,0,0,0,1,0,0,0,0.24
2,1,2,12229,0,3,0,0,0,0,0,0,1,0,0,0,0.22
2,1,2,12229,0,3,0,0,0,0,0,0,1,0,0,0,0.23
2,1,2,12229,0,3,0,0,0,0,0,0,1,0,0,0,0.23
5,6,6,17699,1,4,0,0,0,0,0,0,0,0,1,0,0.39
2,1,2,17338,0,2,0,0,0,0,0,0,0,0,1,0,0.78
3,1,0,8892,1,3,0,0,0,0,0,0,0,1,0,0,0.25
2,1,0,6229,0,2,0,0,0,0,0,0,0,1,0,0,0.47
2,1,1,17570,1,1,0,0,0,0,0,0,0,1,0,0,0.24
1,1,1,4417,0,4,0,0,0,0,0,0,1,0,0,0,0.21
1,1,1,4417,0,4,0,0,0,0,0,0,1,0,0,0,0.2
1,1,1,4417,0,4,0,0,0,0,0,0,1,0,0,0,0.21
